Unnamed: 0,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
45,CA,37.41927409,-122.7569561,sdv-pii-estrq,sdv-pii-7b91m,sdv-pii-l598r,,sdv-pii-cj7ec,0,05/30/2002,,08-12-2004,09/26/2003,-0.118181541,4.182718576,4.317425309,-1.685729856,6,3,11000,0,CA,0,0,0,0,0,web,0,0,0,0,0,0,0,0,0,0,sdv-pii-n2c0r,0,0,1,0,0,0,1,1,closed
46,CA,38.24238937,-118.1531561,sdv-pii-qk7kq,sdv-pii-hietq,sdv-pii-a6ffr,,sdv-pii-a18h6,0,05-10-1998,,02-03-2008,08-12-2008,0.727160931,0.116309195,,0.186098021,33,7,11000,1,IL,0,0,0,0,0,ecommerce,0,0,0,0,0,0,0,1,0,0,sdv-pii-a5k8x,0,0,1,0,0,0,6.879330349,0,acquired
47,TX,35.8423322,-122.7569561,sdv-pii-o8llv,sdv-pii-tzqly,sdv-pii-iv7wl,,sdv-pii-gpw2s,0,04-07-2003,,10/28/2007,06-12-2005,1.978770994,-1.110002059,3.429402033,,4,1,36156918,2,CA,0,0,0,0,0,social,0,0,0,0,0,0,0,0,0,0,sdv-pii-x1h01,1,0,0,0,0,0,1.01958636,0,acquired
48,CA,39.00771005,-84.96382967,sdv-pii-f4wr3,sdv-pii-u9kmz,sdv-pii-b0254,,sdv-pii-pt28a,1,01/16/2004,,04/16/2008,01/18/2004,-0.659366817,-1.146393302,,-0.255417836,9,1,23405422,2,CA,0,0,0,0,0,advertising,0,0,0,0,0,0,0,0,0,0,sdv-pii-jx069,1,0,1,0,0,0,1,1,closed
49,TX,37.77173481,-122.7569561,sdv-pii-1a2en,sdv-pii-t2ami,sdv-pii-or33z,,sdv-pii-ubqh2,0,09-09-2000,,08-04-2008,03/29/2011,-3.245094227,3.31613876,,,8,2,6672638,3,CA,1,0,0,0,1,semiconductor,1,0,0,0,0,0,0,0,0,1,sdv-pii-kqzva,0,0,1,0,0,0,4.965661947,1,acquired
50,CO,42.33082273,-121.2159187,sdv-pii-kai2l,sdv-pii-rbq0z,sdv-pii-v7wgr,sdv-pii-yi6l0,sdv-pii-r7e23,0,06/24/2004,09/27/2011,08/22/2003,04-10-2011,1.348437791,3.856517967,3.85654022,-1.748917223,19,2,1317156,4,TX,0,0,0,0,0,advertising,0,1,0,0,0,0,0,0,0,1,sdv-pii-h0thu,0,0,1,0,0,0,1.767558039,1,acquired
51,TX,45.060534,-122.7569561,sdv-pii-e274q,sdv-pii-moy9d,sdv-pii-fwl7k,,sdv-pii-7cwpn,0,01-03-2007,,02/27/2004,10/27/2010,1.11950823,1.594301938,,3.886186868,0,3,152619178,3,CA,1,0,0,0,0,mobile,1,0,0,0,0,0,0,0,0,1,sdv-pii-emxc2,0,1,0,0,0,0,4.931077225,0,acquired
52,CA,37.68446235,-122.7569561,sdv-pii-rre6y,sdv-pii-t6yol,sdv-pii-2nmn9,,sdv-pii-4eh17,0,04/24/2008,,04-02-2006,04/15/2004,0.716823142,10.30857796,,1.598522566,1,4,44759833,2,CA,1,0,0,0,0,public_relations,0,1,0,1,0,0,0,0,0,1,sdv-pii-i27wg,0,0,0,0,0,0,1,0,acquired
53,NY,46.10806159,-122.7569561,sdv-pii-4gw1s,sdv-pii-c5gzu,sdv-pii-boyv6,sdv-pii-g4zst,sdv-pii-o370h,1,12/22/2002,11-10-2011,08/22/2012,12-12-2011,1.182403077,4.794389541,14.85902376,4.290535528,18,3,9237082,2,CA,0,0,0,0,0,mobile,0,0,0,0,0,1,0,0,0,0,sdv-pii-ikemb,0,0,1,0,0,0,12.57612532,1,acquired
54,CA,45.15133537,-122.7569561,sdv-pii-t7frs,sdv-pii-pohf9,sdv-pii-4py1n,,sdv-pii-ksykh,1,07/17/2008,,01-11-2006,06/14/2009,-0.130830348,0.223913902,17.2910192,3.866706953,0,2,45472860,3,NY,0,0,0,0,0,enterprise,0,0,0,0,0,0,0,0,0,0,sdv-pii-uaijd,0,0,1,0,0,0,1.787739428,1,acquired
55,CA,43.58004967,-122.7569561,sdv-pii-6rgcn,sdv-pii-lval4,sdv-pii-75wnx,sdv-pii-q6evt,sdv-pii-2yua6,0,10-12-1999,,10-11-2004,09-05-2010,0.644907626,4.840841288,8.556961526,5.681597435,14,2,9390034,5,TN,1,1,0,0,0,mobile,0,0,0,0,0,0,0,0,0,1,sdv-pii-bz3xi,0,0,0,0,0,0,1,1,acquired
56,CA,46.92324084,-122.7569561,sdv-pii-v6egy,sdv-pii-51bim,sdv-pii-xb3gw,,sdv-pii-b5hql,1,09-06-1997,,02-01-2009,08/21/2009,1.171096143,-1.380910113,3.435196633,2.37616976,10,5,4609222,3,CA,0,0,0,0,0,software,0,0,0,0,0,0,0,0,0,1,sdv-pii-ipzs6,0,0,1,0,1,0,2.954817338,1,acquired
57,TX,51.99156082,-82.37833012,sdv-pii-ck66n,sdv-pii-hetnu,sdv-pii-dle8h,,sdv-pii-1rv66,1,05/13/2004,,06/26/2008,06-08-2005,-0.031517385,1.97995612,3.523454662,5.795322537,2,3,11000,3,MA,1,1,0,0,0,biotech,0,0,0,0,0,0,0,0,0,1,sdv-pii-gw38a,1,0,1,0,0,1,1,0,acquired
58,NY,35.07789117,-122.7569561,sdv-pii-5o02w,sdv-pii-dm6b8,sdv-pii-o6ofi,sdv-pii-63lrp,sdv-pii-ongt3,0,02/15/2009,11-04-2012,09/20/2005,09/16/2006,-0.440954381,8.471885503,3.817198054,4.035966484,36,1,79627472,2,NY,0,0,0,0,0,software,1,1,1,0,0,1,0,0,0,0,sdv-pii-zt7ij,1,0,0,0,0,1,3.319666416,1,closed
59,CA,36.91970257,-122.7569561,sdv-pii-rn1ng,sdv-pii-9760k,sdv-pii-3x5om,,sdv-pii-o4yj2,1,03/24/2004,,01-04-2005,01/29/2008,5.025263409,11.87771101,3.91025895,1.564834061,10,2,11000,2,CA,1,0,0,0,0,security,0,1,0,0,0,0,0,0,0,1,sdv-pii-x98lx,0,0,1,0,0,0,1.037428731,1,acquired
60,CA,37.21702467,-122.7569561,sdv-pii-fjgln,sdv-pii-vnz6q,sdv-pii-ejjh2,sdv-pii-i5d1b,sdv-pii-nlez4,0,11/15/2008,,11-09-2005,01-08-2004,3.625257177,2.620391801,1.156157281,-1.604735158,11,2,31416126,1,CA,0,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,0,sdv-pii-pfqnu,0,0,1,1,0,0,1.48423925,1,acquired
61,TX,34.20161201,-122.7569561,sdv-pii-pq347,sdv-pii-1h8y3,sdv-pii-cbmh2,,sdv-pii-oq761,1,10/31/2006,04/27/2012,01-02-2007,10-02-2007,0.858784102,4.725191985,,3.812178814,14,4,18939094,2,CA,0,0,0,0,0,messaging,0,0,0,1,0,0,0,0,0,1,sdv-pii-56tsz,0,0,1,0,0,0,1.28154956,1,closed
62,MI,43.2929557,-122.7569561,sdv-pii-7zz10,sdv-pii-7p2o4,sdv-pii-enm7i,sdv-pii-8zngw,sdv-pii-nr6lv,0,12/18/2008,,08-07-2006,09/24/2004,0.40322347,2.366301547,3.661424177,4.232760639,7,1,14461868,0,MA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,sdv-pii-rweph,0,1,1,0,1,0,2.074481628,0,acquired
63,NY,46.40573111,-83.89112726,sdv-pii-fnweq,sdv-pii-mktz3,sdv-pii-wfw73,,sdv-pii-6q4p1,0,07/30/1997,,07/30/2006,11/19/2003,6.265500002,-2.12071515,8.888943499,4.248964069,3,6,9668743,4,NY,0,0,0,0,0,biotech,1,0,0,0,0,0,0,0,0,1,sdv-pii-5nlzo,0,0,1,1,0,0,5.735052701,1,acquired
64,TX,43.25826197,-122.7569561,sdv-pii-9kue4,sdv-pii-r5yt8,sdv-pii-no6es,,sdv-pii-e5hig,0,05/16/2003,09/28/2011,03/31/2010,06-11-2003,1.191929198,8.364883826,7.870021748,3.852670117,23,4,35997994,0,CA,0,0,1,0,0,ecommerce,0,1,1,1,0,0,0,0,0,1,sdv-pii-sv157,0,1,1,0,0,0,3.692716242,0,acquired
