Unnamed: 0,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
11010,CA,48.07127053,-63.41975965,sdv-pii-uzwty,sdv-pii-59sp0,sdv-pii-bw10p,,sdv-pii-hyiee,1,10-06-2012,,04/19/2005,09/17/2013,0.792063238,1.420645638,14.15679135,6.022288504,5,2,11000,3,CA,0,0,0,0,0,software,0,0,0,0,0,0,0,0,0,0,sdv-pii-i3b8r,0,0,0,0,0,0,1.666347613,1,acquired
11011,CO,40.41781797,-82.44205171,sdv-pii-ci7qc,sdv-pii-vpfl1,sdv-pii-ipmvf,,sdv-pii-teaj5,1,08-08-2003,,02/25/2013,04/14/2014,3.106355168,2.420001475,3.064010663,9.491896898,3,4,11000,2,CA,1,0,0,0,0,mobile,0,0,0,0,0,0,0,0,0,0,sdv-pii-2m5ba,0,0,0,1,0,0,1.147203403,0,closed
11012,NY,42.74372689,-66.61565961,sdv-pii-hlq4g,sdv-pii-l94vf,sdv-pii-8nh2l,sdv-pii-7wxyj,sdv-pii-gj19n,0,11-03-2003,,04-05-2009,05/18/2012,1.561798508,3.456498122,4.646842147,-0.684395453,3,1,11000,0,CA,0,0,0,0,0,enterprise,0,0,0,0,1,0,0,0,0,0,sdv-pii-f7nim,0,0,1,1,0,0,2.327666515,1,acquired
11013,NY,43.69774627,-121.3776984,sdv-pii-h63pu,sdv-pii-7azgk,sdv-pii-g4tgw,sdv-pii-p79g8,sdv-pii-axhfg,0,03/15/2010,09/29/2011,12/17/2004,03/19/2012,2.105356389,5.372610346,7.692026804,4.986636803,2,3,11000,2,CA,0,0,0,0,0,public_relations,0,1,0,1,0,0,0,0,0,1,sdv-pii-vct9q,0,0,0,1,1,0,1.655956459,0,acquired
11014,TX,34.39941725,-116.5597697,sdv-pii-8kyse,sdv-pii-8u9be,sdv-pii-woga1,sdv-pii-ym8b5,sdv-pii-uc8nm,0,07/21/2006,09/28/2011,04/21/2009,06/30/2009,5.12903828,5.544735254,3.439714753,4.509747449,10,4,11000,3,CA,0,0,0,0,0,advertising,0,0,0,0,0,0,0,0,0,0,sdv-pii-tiu81,0,1,1,1,0,0,1,0,acquired
11015,MI,50.1036102,-72.562159,sdv-pii-hbeit,sdv-pii-8tqzh,sdv-pii-gr1q0,sdv-pii-biojs,sdv-pii-649dy,1,06-03-1999,10/13/2011,05/31/2006,07/26/2008,1.179235265,1.525863384,14.33609766,3.93872942,7,6,11000,1,CA,1,0,0,0,0,consulting,0,0,0,0,0,0,0,0,0,0,sdv-pii-kyo7y,1,0,0,1,0,0,2.433689939,1,closed
11016,CA,38.36977867,-71.16530104,sdv-pii-63ctb,sdv-pii-hsf0t,sdv-pii-fyt6v,,sdv-pii-gghq4,1,06-02-2008,09/21/2011,03-10-2008,06/18/2014,1.701179591,3.271990884,,4.648440218,3,3,11000,2,CA,0,0,0,0,0,security,0,1,0,0,0,0,0,0,0,0,sdv-pii-vm2qc,1,1,1,1,1,0,1,1,acquired
11017,MI,39.27666772,-74.13496198,sdv-pii-kjve9,sdv-pii-lonh0,sdv-pii-8g938,,sdv-pii-a072y,1,10/30/2004,,07/16/2005,11/14/2008,1.584953612,6.935928999,11.0758384,,9,4,11000,1,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,sdv-pii-xl24c,1,1,0,0,1,1,4.000381546,1,acquired
11018,RI,37.20060474,-70.46939484,sdv-pii-jpqf1,sdv-pii-datuo,sdv-pii-e4h6e,sdv-pii-kw8nz,sdv-pii-r6usu,0,09/19/2006,,01/14/2011,07-12-2010,4.009451996,8.157067124,0.677897608,3.849550517,1,3,11000,1,MA,0,0,0,1,1,ecommerce,0,0,0,0,1,0,0,0,0,0,sdv-pii-23urv,0,0,0,0,0,0,1.164220653,1,closed
11019,CA,38.1990522,-69.91532904,sdv-pii-uwodl,sdv-pii-nom6l,sdv-pii-tz2sw,,sdv-pii-n080g,1,04/16/2008,,01/28/2006,11-03-2008,2.115123144,6.859772533,3.920301366,-2.196937279,2,3,3035247,1,TX,0,0,0,0,0,music,0,0,0,0,0,0,0,0,0,1,sdv-pii-8aszl,1,1,0,0,0,0,6.922195372,1,closed
11020,NY,44.11374781,-62.32280763,sdv-pii-7qhbw,sdv-pii-1dh3m,sdv-pii-ih8b2,,sdv-pii-b997y,0,09/15/2003,,09/23/2001,05-01-2009,5.604059217,4.245593996,3.941508408,4.855266505,0,2,11000,1,IL,0,0,0,0,1,software,0,1,0,0,0,0,0,0,0,0,sdv-pii-7pgxh,0,1,1,0,1,0,1,1,acquired
11021,FL,37.93769665,-69.31324336,sdv-pii-cxbuu,sdv-pii-n4b5f,sdv-pii-s11i8,,sdv-pii-9w474,0,12/21/2004,,11/17/2012,04/24/2011,5.061914626,21.8959,,3.967267106,0,1,11000,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,0,0,0,sdv-pii-ms14y,0,0,0,0,1,0,1.640772115,1,closed
11022,UT,43.08917188,-74.70132425,sdv-pii-7tb7p,sdv-pii-zbn6l,sdv-pii-i1xbx,sdv-pii-yfw6r,sdv-pii-76yn7,1,06/14/2004,09/28/2011,07-11-2003,05-11-2009,-0.541424465,0.65663986,3.387387085,,1,7,11000,2,CA,0,0,0,0,0,web,0,0,0,0,0,0,0,0,0,0,sdv-pii-xsejq,1,0,0,1,0,0,3.183742281,1,acquired
11023,CA,44.23630421,-118.1882404,sdv-pii-47328,sdv-pii-afrcm,sdv-pii-nbuv2,,sdv-pii-l0wg8,0,06-11-2003,,05/28/2012,05/13/2011,2.414636116,10.87336297,4.050520156,,5,1,11000,3,CA,0,0,0,1,1,software,0,0,0,0,0,0,0,0,0,0,sdv-pii-nq9yc,0,0,1,0,0,0,1,1,acquired
11024,TX,33.57349216,-117.636133,sdv-pii-8s2lb,sdv-pii-4f3zl,sdv-pii-atwd3,,sdv-pii-gkvg6,1,09/19/1999,,02/14/2004,07/28/2011,0.976185875,7.720381828,6.847006061,-0.062078737,19,2,11000,2,MA,0,0,0,0,0,web,1,0,0,0,0,0,0,0,0,0,sdv-pii-q890j,0,0,0,1,0,0,1.024558557,1,acquired
11025,CA,43.18243887,-67.76424725,sdv-pii-f80ql,sdv-pii-c9pmv,sdv-pii-w9ozs,,sdv-pii-3zl2b,1,04/20/2004,09/25/2011,02-08-2006,01-10-2011,0.144115163,8.361724788,3.733043153,5.875815749,13,1,11000,1,CA,0,0,0,0,0,software,0,0,0,0,0,0,0,0,0,1,sdv-pii-ih2zw,0,1,0,0,0,0,1.794567504,1,closed
11026,CA,38.39010281,-64.23849526,sdv-pii-u2p1l,sdv-pii-3dqp2,sdv-pii-xv0ab,,sdv-pii-h98pz,1,07/19/1999,,10/21/2004,11-06-2008,4.056234522,1.117320248,3.864702977,3.629582974,9,2,11000,3,VA,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,0,sdv-pii-xtunw,0,1,1,0,1,0,2.574472518,0,closed
11027,CA,37.49268527,-115.6858974,sdv-pii-49mkp,sdv-pii-i1hd0,sdv-pii-j94fd,sdv-pii-njcba,sdv-pii-gtab6,1,03-08-2007,08/27/2011,05/14/2006,03/13/2010,2.3688936,-9.0466,3.979414368,15.84767478,5,3,7799395,0,CA,1,0,0,0,0,mobile,0,0,0,0,0,0,0,0,0,1,sdv-pii-m812x,0,0,1,0,0,0,4.172672389,1,acquired
11028,NY,37.91377963,-71.19767777,sdv-pii-yg0qz,sdv-pii-rv2rm,sdv-pii-zqul2,,sdv-pii-321wm,1,04/22/2008,,02/14/2011,08/13/2009,-0.159273196,12.27570063,3.839025356,3.782412338,7,2,11000,3,MI,0,0,0,0,0,games_video,0,0,0,1,0,0,0,0,0,1,sdv-pii-dcfcx,0,1,1,0,1,1,2.971238021,1,acquired
11029,CA,37.34044515,-122.7569561,sdv-pii-csr7d,sdv-pii-gqm7r,sdv-pii-ws3ri,,sdv-pii-ys1p1,1,11-08-1998,,10/16/2007,10/21/2011,0.673594583,4.552862175,,3.560491718,6,1,11000,1,CA,1,0,0,0,1,software,0,0,0,0,0,0,0,0,0,1,sdv-pii-vb0qi,0,1,0,1,0,0,1.019875144,1,acquired
11030,RI,42.4820437,-88.41669045,sdv-pii-t7tji,sdv-pii-vs7c1,sdv-pii-rw1y2,,sdv-pii-jo7nc,1,03-05-2002,12-06-2009,11/14/2010,10/20/2010,2.478992952,7.650555748,,4.969488265,7,2,11000,1,NH,0,0,0,1,1,cleantech,0,0,0,0,0,0,0,0,0,0,sdv-pii-zy16j,1,0,0,0,1,0,3.055324849,1,closed
11031,NY,38.16059283,-99.43914973,sdv-pii-ainwc,sdv-pii-2ajtx,sdv-pii-n10r5,,sdv-pii-h9e5v,1,07/20/2006,10-05-2011,09-06-2009,03/23/2007,1.284547463,4.712966233,3.51813352,1.194409965,10,5,1963689,5,CA,1,1,1,0,0,web,0,0,0,0,0,1,0,0,0,0,sdv-pii-jvofp,0,0,0,0,0,0,3.344177297,1,acquired
11032,CA,37.77847097,-94.02433262,sdv-pii-8vo72,sdv-pii-8ihx7,sdv-pii-jsky7,sdv-pii-66zmu,sdv-pii-82842,1,05/16/2010,,08/31/2006,11/18/2012,1.314493926,3.982834058,3.97965929,,0,2,11000,2,CA,0,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,0,sdv-pii-ffmw0,0,0,1,0,0,0,1,0,acquired
11033,CA,38.21049263,-62.25669864,sdv-pii-h1inz,sdv-pii-ed0yx,sdv-pii-2j37w,,sdv-pii-36all,0,03-02-1999,,01/22/2005,12/19/2009,0.575597054,5.549124295,24.6849,,15,3,11000,1,CA,0,0,0,0,0,games_video,0,1,1,0,0,0,0,0,0,0,sdv-pii-c3umk,1,1,0,0,1,1,4.726289484,1,closed
11034,CA,44.06068991,-69.85619124,sdv-pii-yn3zt,sdv-pii-htuwr,sdv-pii-84snk,,sdv-pii-a51mo,1,07/19/2007,,11/21/2008,02/15/2009,-1.021284685,6.543997767,13.26809916,,4,5,11000,0,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,sdv-pii-a8wcd,1,0,0,0,1,0,1.670410535,0,acquired
11035,CA,40.63102136,-75.56728978,sdv-pii-wegyx,sdv-pii-wirjp,sdv-pii-5jz3q,,sdv-pii-jl2km,1,12/22/2000,,05-02-2006,02-07-2013,2.182848566,3.167649414,3.780163139,,0,1,11000,3,CA,1,0,0,0,0,software,0,0,0,0,0,0,0,0,0,1,sdv-pii-yqitt,0,1,0,0,0,0,4.247508049,1,acquired
11036,CA,51.00446868,-118.3296817,sdv-pii-wv25m,sdv-pii-kzevk,sdv-pii-czq0q,,sdv-pii-x9xlo,1,09-11-2006,,06/30/2009,07/25/2013,2.805558144,7.587322674,3.855047203,4.936689755,1,1,31883040,0,TX,0,0,0,0,1,software,0,1,0,0,0,0,0,0,0,1,sdv-pii-ak3bu,0,1,1,0,0,0,2.543454416,1,acquired
11037,ME,42.30158443,-119.9266465,sdv-pii-ftffl,sdv-pii-wriav,sdv-pii-hrir2,,sdv-pii-dtyl2,1,04/23/2005,,04-01-2005,07/28/2010,1.446998476,5.843806057,,2.816873014,3,3,11000,1,CA,0,0,0,0,0,games_video,1,0,0,0,0,0,0,0,0,1,sdv-pii-sg3qb,1,0,0,1,0,1,1,1,closed
11038,NY,44.41797578,-64.30235463,sdv-pii-syipl,sdv-pii-dwz88,sdv-pii-qf477,,sdv-pii-3xsoq,1,05/13/2003,,02-12-2005,06/19/2009,0.970394034,2.055659571,13.18794791,,17,4,35734037,2,CA,1,0,0,0,0,advertising,0,0,0,0,0,0,0,0,0,1,sdv-pii-qs0vc,0,0,0,0,1,0,1.821698686,1,closed
11039,CA,37.66072575,-74.01168137,sdv-pii-v7166,sdv-pii-jufaw,sdv-pii-rwdyx,,sdv-pii-bvxp6,1,08/15/2009,,08-03-2004,08-06-2007,0.396396718,12.12783945,3.597837246,2.435218743,9,1,4003916,2,CA,0,0,0,0,0,enterprise,1,0,0,0,0,0,0,0,0,0,sdv-pii-q6z9d,0,1,0,1,0,0,2.925091301,1,closed
11040,CA,43.1527153,-118.4997043,sdv-pii-db653,sdv-pii-3gep3,sdv-pii-538nz,sdv-pii-olbdj,sdv-pii-5txk6,0,11/21/2005,,05/25/2004,06-05-2006,-0.506524367,6.269267006,4.452063719,,8,3,9729809,2,CA,0,0,0,0,0,biotech,0,1,0,0,1,0,0,0,0,0,sdv-pii-8150z,1,1,0,0,0,0,2.222014048,0,acquired
11041,PA,42.66564601,-66.44620394,sdv-pii-lnam6,sdv-pii-ol83t,sdv-pii-jw9kb,,sdv-pii-etek1,1,01-11-2007,,03/14/2009,01/14/2009,3.192943388,-1.473288908,3.965527145,4.116702361,3,1,11000,2,VA,1,0,0,0,0,web,0,0,0,0,0,0,0,0,0,0,sdv-pii-g6cki,0,1,0,0,1,0,1,0,acquired
11042,FL,37.38809137,-117.2351662,sdv-pii-g20ny,sdv-pii-zltfs,sdv-pii-t52o5,,sdv-pii-sf7it,1,02-11-2009,,12-09-2006,11/16/2006,-0.07476401,0.257609897,2.786429134,0.235316169,2,1,11000,2,VA,0,0,0,0,0,public_relations,0,1,0,0,0,0,0,0,0,1,sdv-pii-m4vc6,1,0,1,0,1,0,2.165607957,1,acquired
11043,CA,27.1345043,-70.22756603,sdv-pii-vz3gc,sdv-pii-l60ol,sdv-pii-9cupo,sdv-pii-7wdgs,sdv-pii-wrqzy,1,09/29/2013,,09/18/2007,08/14/2007,4.989853719,10.03111349,3.901433903,3.147510998,3,3,11000,0,PA,0,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,1,sdv-pii-jfm1q,1,0,0,1,0,0,2.121179196,1,acquired
11044,CO,40.52609605,-122.7433105,sdv-pii-nbj0l,sdv-pii-iohr4,sdv-pii-ninzn,,sdv-pii-ommyg,1,07-09-2002,,06/19/2008,04-11-2011,3.121697498,2.308214243,,,4,4,11000,6,CA,0,0,0,0,1,mobile,0,0,0,0,0,1,0,0,0,0,sdv-pii-sb0xg,0,0,0,0,1,0,1.156239611,1,closed
11045,CA,37.75295347,-119.8596332,sdv-pii-1yc7d,sdv-pii-unu2e,sdv-pii-usuxp,sdv-pii-dqv16,sdv-pii-lhf8v,1,10-07-2007,,02/15/2007,09/30/2009,0.999560494,7.900303828,,1.627563516,4,1,11000,2,CA,1,0,0,0,0,sports,0,0,0,0,0,0,0,0,0,0,sdv-pii-ztm57,0,0,0,0,0,0,1,1,acquired
11046,IL,44.4863009,-119.6303932,sdv-pii-bjb8u,sdv-pii-vjb4g,sdv-pii-qe7fg,,sdv-pii-ugxkj,1,09/24/2013,,08/24/2010,12/21/2006,2.039656916,2.661101643,,5.15571267,3,1,11000,2,CA,0,0,0,0,0,enterprise,0,1,0,0,1,0,0,0,0,1,sdv-pii-c4s4c,0,0,0,0,0,0,2.965050727,1,closed
11047,MA,40.54691221,-65.78945466,sdv-pii-a586l,sdv-pii-jvulk,sdv-pii-vy1m6,,sdv-pii-dcq9m,1,11/27/2006,,09/22/2009,04/24/2009,0.389444051,2.73508658,6.373066615,-0.941787221,4,3,10880147,1,MA,0,0,0,0,1,web,0,0,0,0,0,0,0,0,0,1,sdv-pii-48tue,0,1,1,1,0,0,1.742679499,1,acquired
11048,MA,41.67362961,-74.01591466,sdv-pii-i3mgc,sdv-pii-vieoc,sdv-pii-plw2w,,sdv-pii-qv9mq,1,04/30/2011,,08-02-2006,09-04-2009,0.952514465,6.598404393,7.342859288,5.014410306,5,4,11000,4,CA,0,0,1,0,1,analytics,0,0,0,0,0,0,0,0,0,1,sdv-pii-trs6t,0,1,1,1,0,0,1,0,acquired
11049,NY,47.60866976,-117.4808351,sdv-pii-pu5jx,sdv-pii-pjeem,sdv-pii-blzr9,,sdv-pii-03mjg,1,05/23/2003,11/21/2011,06-05-2006,07/24/2006,6.982781462,13.45618377,,1.911949862,16,4,11000,3,WA,1,0,0,0,0,mobile,0,0,0,0,0,0,0,0,0,1,sdv-pii-xa8b6,1,0,0,1,0,0,2.048920069,1,closed
11050,TX,33.67713647,-121.7027395,sdv-pii-8smr5,sdv-pii-jvpht,sdv-pii-69qtl,,sdv-pii-6xdmm,0,09/17/2002,,11-05-2008,12-08-2010,4.761551805,5.597163273,,3.887127451,2,2,11000,4,TX,0,0,0,0,0,consulting,0,1,0,0,0,0,0,0,0,0,sdv-pii-e4jo6,1,1,0,0,0,0,1,1,closed
11051,CA,34.94384959,-83.82262292,sdv-pii-at246,sdv-pii-vsvg1,sdv-pii-p6i1z,,sdv-pii-rfrt0,1,01/30/2003,,05/18/2005,03-08-2008,2.398310669,4.829834503,7.721419463,1.214730194,9,4,11000,0,CA,0,0,0,1,0,enterprise,0,0,0,0,0,0,0,0,0,1,sdv-pii-f9wts,0,1,1,1,1,0,2.209703853,1,acquired
11052,NY,37.01913154,-78.23482964,sdv-pii-fhzx7,sdv-pii-goc5s,sdv-pii-8hxmu,sdv-pii-5ougd,sdv-pii-rynvx,1,10/19/2004,,05/30/2011,10/17/2010,1.407531323,3.311499347,3.438814718,-2.656120962,0,3,2178179,3,CA,0,0,0,0,0,software,0,0,0,0,0,0,0,0,0,0,sdv-pii-2zwjt,0,0,0,0,0,0,2.59963642,1,acquired
11053,CA,48.80984841,-67.51654493,sdv-pii-ox4q1,sdv-pii-7fa3p,sdv-pii-4halm,,sdv-pii-koqvw,1,05-07-2005,10-03-2011,11/26/2009,01-10-2009,3.767442509,10.13122692,3.17660148,2.82762891,37,3,1301654,1,CA,0,0,1,0,0,software,0,0,0,1,0,0,0,0,0,0,sdv-pii-fwiex,0,1,0,1,1,0,1,1,acquired
11054,CA,36.98314171,-118.2754887,sdv-pii-ssybs,sdv-pii-rjc91,sdv-pii-qf2oh,,sdv-pii-ln6qq,1,07-07-2003,09/22/2011,01-08-2014,12-12-2010,7.279979065,2.720190341,2.981484325,5.675409268,0,1,11000,3,TX,0,0,0,0,0,games_video,0,0,0,0,0,0,0,0,0,0,sdv-pii-ry0y7,0,1,0,0,1,0,1.550350813,1,acquired
11055,MI,37.69695849,-115.5957634,sdv-pii-3xgec,sdv-pii-09zxk,sdv-pii-y8wko,sdv-pii-ariep,sdv-pii-mgb14,1,09/27/2001,09/15/2011,03/30/2004,09-06-2013,2.130953892,3.279303197,8.948926051,4.103813415,9,5,11000,3,CA,1,0,0,0,1,mobile,0,0,0,0,0,0,0,0,0,1,sdv-pii-ii3dr,0,0,1,0,1,0,2.957931187,1,acquired
11056,NJ,38.06322766,-65.85998378,sdv-pii-9ogsh,sdv-pii-temv2,sdv-pii-8y825,,sdv-pii-6gda9,1,09-08-2002,,05-10-2005,12/20/2010,-1.191612302,3.034066249,0.209175721,5.028572576,11,1,11000,3,CA,1,1,0,0,0,mobile,0,0,0,0,0,0,0,0,0,1,sdv-pii-88dgc,1,0,0,0,0,0,1.024266093,1,acquired
11057,CA,37.99332857,-69.36190746,sdv-pii-9vq4d,sdv-pii-cwd6q,sdv-pii-faxfw,sdv-pii-o6z0c,sdv-pii-hh139,1,02/27/2014,,12/31/2003,05/20/2007,0.167329307,4.207409246,-0.482566849,,12,2,13983849,1,CA,0,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,sdv-pii-co315,0,0,0,0,1,0,5.558224608,1,closed
11058,WA,50.33126788,-63.42342335,sdv-pii-41nhy,sdv-pii-c6a6g,sdv-pii-7wbwx,sdv-pii-xmj5p,sdv-pii-il2rm,1,09/29/2002,,08/16/1997,08-06-2009,-0.760069175,10.07275334,14.27318793,4.72689517,0,1,11000,1,CA,1,0,0,0,0,software,0,0,0,0,0,0,0,0,0,0,sdv-pii-2ofqu,1,0,1,0,1,0,1,0,closed
11059,TX,37.87805029,-62.96468088,sdv-pii-l70ke,sdv-pii-qj79v,sdv-pii-yhsdf,sdv-pii-yheqs,sdv-pii-g9pl3,0,09/15/2001,10-09-2011,11/20/2011,11-06-2007,2.272761046,1.393138991,8.593301346,-7.0055,7,1,11000,3,CA,0,0,0,0,0,games_video,1,0,0,0,0,0,0,0,0,0,sdv-pii-y2wc3,1,0,1,0,0,0,1.712778946,1,acquired
11060,NY,41.83894322,-76.58533407,sdv-pii-mw0jy,sdv-pii-14qcm,sdv-pii-lj50l,,sdv-pii-4hg3e,0,04-07-2001,,12/14/2006,03/29/2009,1.825778193,4.77316462,4.119717414,3.700440938,4,4,5961544,0,CA,0,0,0,0,1,mobile,0,0,0,0,0,0,0,0,0,0,sdv-pii-vhxya,1,0,0,1,1,0,2.629714964,1,closed
11061,CA,37.91964849,-117.2647599,sdv-pii-6dxpk,sdv-pii-3k5sg,sdv-pii-gvwxz,sdv-pii-gvsgm,sdv-pii-ior3j,1,07/14/2001,11-01-2011,03/21/2006,10/14/2010,1.567668289,3.21484074,,,5,4,11000,0,CA,1,0,0,0,0,advertising,0,0,0,0,0,0,1,0,0,1,sdv-pii-3q1pt,1,0,0,0,0,0,3.118317616,1,acquired
11062,CA,38.18055604,-66.7021372,sdv-pii-jgdgj,sdv-pii-u46ik,sdv-pii-c2rhc,sdv-pii-qlnhn,sdv-pii-xt6dv,0,02-04-2010,,09/19/2004,04/25/2012,0.264547059,3.654082931,10.78401228,-0.926240172,6,2,11000,0,CA,0,0,0,0,0,games_video,0,1,1,0,0,0,0,0,0,0,sdv-pii-3iso7,1,0,1,0,0,0,1.566840478,1,acquired
11063,CA,35.72648317,-64.99514455,sdv-pii-3wpy3,sdv-pii-p4sex,sdv-pii-nwnu8,sdv-pii-tet0z,sdv-pii-fw32b,1,07-03-2005,,09/27/2007,06/20/2013,1.420828109,5.218865819,3.842584238,4.663700363,0,1,11000,4,CA,1,1,0,0,1,security,1,0,0,0,0,0,0,0,0,1,sdv-pii-x7r9x,0,0,0,1,0,0,1,1,closed
11064,CA,42.13497501,-78.10781063,sdv-pii-pcsmr,sdv-pii-8xq6m,sdv-pii-0eygo,,sdv-pii-vkps0,1,06/29/2013,,07/19/2007,04/18/2012,0.475603221,2.976610904,6.982973291,4.366201399,0,1,11000,3,TX,0,0,0,0,0,semiconductor,0,0,0,0,1,0,0,0,0,1,sdv-pii-wkrez,0,1,1,0,0,0,3.283571967,1,closed
11065,CO,41.33242638,-116.1544172,sdv-pii-eo58o,sdv-pii-cppnv,sdv-pii-n7sb9,,sdv-pii-w3rtq,1,06-11-1998,09/22/2011,09/24/2009,11/13/2011,0.273131462,1.924526284,2.886044644,3.240113491,8,7,11000,3,CA,1,1,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,sdv-pii-cpnw4,0,0,0,0,0,0,3.871957103,1,acquired
