,Unnamed: 0,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
13,3013,CA,49.887441,-115.8909978,sdv-pii-gwc37,sdv-pii-1oktj,sdv-pii-ha5b0,,sdv-pii-2p7ya,1,02-01-2009,,05-01-2003,11/14/2013,-0.62021476,1.353430954,8.559971293,3.652160517,5,1,11000,2,CA,1,0,0,0,0,software,0,0,0,0,0,0,0,0,0,1,sdv-pii-lfp4i,0,1,1,0,0,0,1.53294259,1,acquired
14,3014,TX,38.36034223,-66.9873271,sdv-pii-mcvqm,sdv-pii-eyhyx,sdv-pii-bh0ar,sdv-pii-zou5p,sdv-pii-tby52,1,10/20/2009,,09-10-2008,05/21/2012,0.356727023,2.715336943,4.235359893,4.350318722,6,2,11000,1,CA,1,0,1,0,0,messaging,0,0,0,0,0,0,0,0,0,0,sdv-pii-g7li8,0,0,0,0,0,0,3.783933002,1,acquired
15,3015,TX,37.22191854,-65.2744935,sdv-pii-rnlbn,sdv-pii-kfdbv,sdv-pii-mbctf,,sdv-pii-h7et2,1,10-11-2003,,10/29/2007,11/27/2010,1.205406084,5.341506188,0.684685006,3.928062323,3,4,11000,1,CA,1,0,0,0,1,security,0,0,0,0,0,0,0,0,0,0,sdv-pii-9nev3,0,0,0,1,1,0,1.925877323,1,acquired
16,3016,CA,44.62003382,-117.4717763,sdv-pii-xifeu,sdv-pii-tsdfo,sdv-pii-586an,,sdv-pii-38aad,1,03-04-2003,,02-06-2008,07/25/2012,-0.860051193,1.429949448,4.037863953,,9,7,11000,0,CA,0,0,0,0,1,advertising,1,1,0,0,0,0,0,0,0,1,sdv-pii-r4ff7,0,0,0,0,1,0,3.896249876,1,acquired
17,3017,CA,45.83796537,-115.5153208,sdv-pii-gcmgo,sdv-pii-019bm,sdv-pii-im715,sdv-pii-l96kc,sdv-pii-5855o,1,05-02-2009,,12/31/2007,01/17/2010,0.669313192,4.745804024,3.908511611,6.427103155,9,3,11000,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,0,sdv-pii-tggiv,0,1,0,1,0,1,1.852686475,1,closed
18,3018,IL,41.82598543,-116.8363223,sdv-pii-dbuuo,sdv-pii-9ubf9,sdv-pii-xs2bb,sdv-pii-w6qsz,sdv-pii-6c835,1,02/13/2010,02-07-2012,10-07-2005,05-11-2013,4.55856782,14.55627928,13.49779279,,2,4,11000,1,MA,0,0,0,0,1,advertising,0,1,0,0,1,0,0,0,0,0,sdv-pii-vnkge,0,0,0,0,1,0,5.161937743,1,acquired
19,3019,CA,51.88435157,-116.7493512,sdv-pii-h242b,sdv-pii-tlyzx,sdv-pii-jwvh7,sdv-pii-ost3o,sdv-pii-4hqvq,0,08/19/2003,,02-06-2010,01/29/2009,-0.287814724,0.245140766,15.60555491,,22,1,11000,3,CA,1,0,0,0,1,biotech,0,0,0,0,1,0,0,0,0,0,sdv-pii-g76ig,0,0,0,0,1,0,1.009952538,1,acquired
20,3020,NY,38.25567518,-118.3080297,sdv-pii-hs58f,sdv-pii-3o429,sdv-pii-u0o1j,,sdv-pii-qg0ta,1,07/23/2007,09-05-2011,02/17/2007,02-10-2008,2.571183528,1.301279058,13.08587055,3.61672926,4,2,11000,0,WA,0,0,0,0,1,biotech,0,0,0,0,0,0,0,0,0,0,sdv-pii-x1iv1,0,1,0,0,0,1,2.954268594,1,acquired
21,3021,TX,37.88708082,-65.15969574,sdv-pii-vgt4s,sdv-pii-zynsn,sdv-pii-qh6i6,,sdv-pii-wuvld,0,09-11-2007,,01-06-2007,08-11-2010,8.200153337,7.045420335,3.2003921,-0.229692337,4,7,3922269,2,GA,0,0,1,0,0,biotech,0,0,0,0,0,0,0,0,0,1,sdv-pii-sjnzn,1,0,0,1,0,0,4.993295811,1,acquired
22,3022,NY,43.88210597,-66.02616463,sdv-pii-wq2ki,sdv-pii-py9t7,sdv-pii-z8od7,sdv-pii-3slig,sdv-pii-b7tdz,1,03-02-2000,09/19/2011,10/18/2007,03-08-2011,-1.226275597,0.538541953,3.276001132,3.791682652,14,4,11000,1,CA,0,0,1,0,0,education,0,0,0,0,0,0,0,0,0,0,sdv-pii-ag45i,0,1,0,1,0,0,1,1,acquired
23,3023,TX,37.87759532,-116.914154,sdv-pii-gmksb,sdv-pii-zkz08,sdv-pii-0gyv7,,sdv-pii-6m3wo,1,03/29/2004,,08/19/2006,10/19/2010,0.044824195,2.088775251,3.540908984,2.414464319,0,3,11000,0,CA,1,0,0,0,0,education,0,0,0,0,0,0,0,0,0,1,sdv-pii-d447i,1,0,1,0,0,0,1,1,acquired
24,3024,NY,31.87620657,-73.18991345,sdv-pii-lbwyb,sdv-pii-3tjdq,sdv-pii-zi6jt,,sdv-pii-yoawo,0,12/31/2001,10/17/2011,12-12-1998,09/23/2012,1.430163204,6.688946154,,1.418464805,3,1,11000,0,NJ,0,0,0,0,1,hardware,0,0,0,0,0,0,0,0,0,0,sdv-pii-5b3j4,0,0,1,0,1,0,3.85507154,1,acquired
25,3025,CA,34.06992955,-114.8249606,sdv-pii-stz5a,sdv-pii-fc02k,sdv-pii-dqu32,,sdv-pii-8qfd1,1,12/17/2009,,05-02-2009,02/13/2011,0.0692106,14.98395892,16.29272237,5.092390597,3,3,11000,0,NY,0,0,0,0,1,games_video,0,0,0,1,0,0,0,0,0,1,sdv-pii-bhsdo,1,1,1,0,0,0,1,1,closed
26,3026,CA,37.67647042,-79.97787458,sdv-pii-nuhz2,sdv-pii-0qa46,sdv-pii-p5oaq,sdv-pii-lcfzx,sdv-pii-lfhe5,1,02-12-2009,,08-02-2011,09/24/2008,0.769794255,1.456149358,3.506855758,2.73374276,29,5,11000,3,MA,0,0,0,0,0,search,0,0,0,0,1,0,0,0,0,1,sdv-pii-na3yd,0,0,1,0,0,0,1,1,acquired
27,3027,CA,44.70197953,-121.2642676,sdv-pii-ez9jm,sdv-pii-oobgb,sdv-pii-99zru,,sdv-pii-o97g1,1,05-09-2011,,01-11-2014,01/29/2013,7.10005454,0.756736719,14.12521143,,5,1,11000,0,NJ,0,0,0,0,1,web,1,0,1,0,0,1,0,1,0,0,sdv-pii-k50ro,0,1,0,1,0,1,1,0,acquired
28,3028,MO,40.09161996,-63.31066833,sdv-pii-eympn,sdv-pii-ska3k,sdv-pii-ijpl6,sdv-pii-ukhlt,sdv-pii-fz2et,1,05/24/2003,10-01-2011,11/15/2006,07-06-2014,1.659405682,1.749079842,3.472683799,,12,3,11000,1,VA,0,1,0,0,0,network_hosting,1,1,1,0,0,0,0,0,0,1,sdv-pii-mo8uw,0,1,1,0,1,0,4.964742163,1,acquired
29,3029,CA,38.41632287,-117.8893546,sdv-pii-0pn27,sdv-pii-ut62g,sdv-pii-ikmu5,sdv-pii-6qs5k,sdv-pii-bdsn5,1,02-10-2009,08/31/2012,06/24/2007,09-06-2006,1.991760283,0.898049474,9.092202505,,8,6,11000,0,CA,1,0,0,0,0,mobile,1,0,0,0,0,0,0,0,0,0,sdv-pii-94s4k,1,1,0,0,0,1,1.582873321,1,acquired
30,3030,NY,37.3914609,-73.61762178,sdv-pii-qvf3b,sdv-pii-bws7x,sdv-pii-bb6tu,,sdv-pii-uakxe,0,10/20/2006,04/15/2012,12/25/2010,02-02-2006,0.678430609,5.924942891,10.21545188,,8,2,11000,3,CA,1,0,0,0,0,enterprise,0,0,0,0,0,0,0,0,0,1,sdv-pii-56rwn,0,0,1,1,1,0,1.762468324,1,closed
31,3031,CA,37.64245801,-118.3297677,sdv-pii-bflly,sdv-pii-xrac0,sdv-pii-3ol28,,sdv-pii-osq03,1,04-07-2004,02/14/2009,07-01-2013,06/14/2013,-0.322468705,2.459607258,4.420258045,4.336029315,1,2,85931671,4,CA,0,0,0,0,0,medical,0,0,0,0,0,0,0,0,0,1,sdv-pii-r1uv5,0,1,0,0,0,0,4.076983494,1,closed
32,3032,CA,32.5732724,-69.54935783,sdv-pii-luuy3,sdv-pii-qwgtx,sdv-pii-n2wj8,sdv-pii-8r5xf,sdv-pii-jwv9e,0,11/26/2000,,08/20/2011,10/17/2008,0.139445359,0.462057717,4.776384102,3.068935978,2,4,23313537,1,CA,0,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,sdv-pii-o022n,0,1,0,1,0,0,1.030878767,1,acquired
33,3033,CA,44.33586086,-62.53533714,sdv-pii-nz8d1,sdv-pii-hguiu,sdv-pii-uuycu,,sdv-pii-7tx0c,1,10-02-1998,09/13/2011,02/14/2005,12/19/2010,2.154591118,3.299967842,1.609103415,1.209641833,0,1,11000,3,CA,0,0,0,0,0,mobile,0,0,0,0,0,0,0,0,0,0,sdv-pii-c3jki,0,1,0,1,1,1,6.022308913,1,acquired
34,3034,VA,42.15392988,-117.649425,sdv-pii-ptgah,sdv-pii-npgu4,sdv-pii-jzgte,,sdv-pii-9l5wt,0,05-11-2007,,06-05-2012,04/30/2011,2.243288834,8.699300114,3.766837551,,28,4,11000,3,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,sdv-pii-zcg45,1,0,0,1,1,0,2.734898529,1,closed
35,3035,WA,41.95804703,-121.2628935,sdv-pii-bwcqy,sdv-pii-emklx,sdv-pii-77hh6,sdv-pii-5xsi9,sdv-pii-v72yh,0,06/18/2006,,05/17/2006,01-04-2009,4.980356483,0.142860815,,1.778122629,8,4,11000,1,CA,0,0,0,0,0,news,0,1,0,0,0,0,0,0,0,0,sdv-pii-qoxjr,1,1,1,0,1,0,2.020353969,0,acquired
36,3036,NY,44.81182155,-66.70211934,sdv-pii-9lffp,sdv-pii-22f3t,sdv-pii-04smm,,sdv-pii-aqqlm,1,01-03-2014,,11-04-2005,08/14/2009,0.177570278,1.841489479,,,12,3,11000,5,CA,0,1,0,0,0,public_relations,0,1,0,0,0,0,0,1,0,0,sdv-pii-31ic8,0,1,1,0,0,0,1,1,acquired
37,3037,CA,38.20014147,-68.66305002,sdv-pii-8x68m,sdv-pii-c75as,sdv-pii-ewirw,,sdv-pii-or8md,1,02/18/2011,,11-02-2004,03-07-2006,1.613949042,2.416582885,,,1,3,13285838,1,CA,1,0,0,0,0,mobile,0,1,0,0,0,1,0,0,0,0,sdv-pii-ozspy,0,0,0,0,1,0,1.24313965,1,acquired
38,3038,CA,43.75979879,-67.27173895,sdv-pii-bz2qa,sdv-pii-r23o2,sdv-pii-0481s,,sdv-pii-p6wfu,1,01-07-2008,,04-11-2010,12-03-2007,3.113827316,1.138537894,3.594939904,3.516608049,8,1,11000,4,WA,0,0,0,0,1,biotech,0,0,0,0,0,0,0,0,0,0,sdv-pii-jcy1f,1,0,0,0,0,0,5.321047111,1,acquired
39,3039,CA,40.92104493,-63.26587932,sdv-pii-xiu5g,sdv-pii-s1cpb,sdv-pii-ua6hh,sdv-pii-cgniy,sdv-pii-bit3r,0,10/19/2002,09/14/2011,04/20/2009,05/20/2008,4.262284328,2.523580377,,0.926316377,24,5,11000,3,WA,0,0,0,0,0,games_video,0,0,0,0,0,0,0,0,0,1,sdv-pii-sccyq,0,0,1,0,0,0,4.06412077,1,acquired
40,3040,CA,50.09342851,-65.43345375,sdv-pii-g7y5f,sdv-pii-0v1hb,sdv-pii-itmy2,,sdv-pii-t3ir4,1,04/29/2003,,09-05-2006,06/18/2013,2.495832436,8.744156841,,-0.309115141,18,3,616441,0,WA,0,0,0,0,1,games_video,0,0,0,0,0,0,0,0,0,1,sdv-pii-ze36h,0,0,0,1,0,0,2.90456171,1,closed
41,3041,NJ,37.8342227,-118.2310183,sdv-pii-f7m3t,sdv-pii-wvx14,sdv-pii-6jzit,,sdv-pii-1g1c7,1,11-01-2000,10-01-2011,10/17/2006,10/24/2008,1.083834185,2.099849988,13.83893986,-1.054589937,2,1,51923326,0,MD,0,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,sdv-pii-9tu8k,0,0,1,1,0,0,8.862839939,1,acquired
42,3042,NY,37.80997986,-101.169301,sdv-pii-m0xb4,sdv-pii-lsz3u,sdv-pii-ehchp,sdv-pii-vhfnq,sdv-pii-36o92,0,11/19/2005,,03-04-2009,05/20/2013,1.387557439,3.190795458,,-0.727751323,8,4,11000,3,WA,0,0,0,0,0,enterprise,0,0,0,0,0,0,0,0,0,0,sdv-pii-ah23v,0,0,1,1,0,0,1.597993767,1,closed
43,3043,CA,32.93000274,-117.4798478,sdv-pii-1anqm,sdv-pii-vnjil,sdv-pii-4fnp6,sdv-pii-nwh7h,sdv-pii-eja5m,1,02/15/1998,,07/20/2008,11/19/2009,0.687160319,5.804811834,3.636557627,-0.846807497,0,3,11000,5,NY,1,0,0,0,0,web,0,0,0,0,0,0,0,1,0,0,sdv-pii-qz9x3,0,1,1,0,0,0,1.324265345,1,acquired
44,3044,CO,37.42741775,-119.2419633,sdv-pii-e7qlv,sdv-pii-b4xr4,sdv-pii-hjfnd,sdv-pii-fgn6r,sdv-pii-sk7pw,1,07-11-2002,,02/27/2009,02/22/2014,-0.29636795,2.979541058,3.76195244,5.786991218,0,3,11000,1,WA,0,0,0,0,0,advertising,0,0,0,0,0,0,0,0,0,1,sdv-pii-0qzhu,0,0,1,1,0,0,1.749811569,1,acquired
45,3045,CA,35.77074427,-117.5719851,sdv-pii-vs70t,sdv-pii-3oyj1,sdv-pii-mpa3l,,sdv-pii-8wump,1,04/25/2008,,04/13/2011,10/14/2009,4.861264399,0.973935574,3.62663179,5.103839585,4,1,2156368,2,CA,0,1,0,0,1,cleantech,0,0,0,0,0,0,1,0,0,0,sdv-pii-7nn8h,0,1,0,1,0,1,2.051787974,1,acquired
46,3046,NY,43.93645178,-117.0839496,sdv-pii-oux9i,sdv-pii-4g2h4,sdv-pii-0v4js,,sdv-pii-zblt2,1,07/15/2006,09/14/2011,02-06-2007,11/15/2006,0.988104685,2.846493345,1.817219968,3.765345234,5,1,11000,0,CA,0,0,1,0,0,web,0,0,0,0,0,0,0,0,0,0,sdv-pii-z42iu,0,0,0,0,0,0,4.026267916,1,acquired
47,3047,WA,50.54659903,-72.81245906,sdv-pii-rivs3,sdv-pii-bnn3x,sdv-pii-k8g2f,sdv-pii-jhky5,sdv-pii-taidz,1,07/30/2006,,10/14/2005,04-08-2009,3.144032062,10.23578361,3.854730913,,1,1,11000,1,CA,0,0,0,0,1,cleantech,1,0,0,0,0,0,0,1,0,1,sdv-pii-09wph,1,0,0,0,1,1,2.562342325,0,closed
48,3048,CA,37.10487296,-69.8310325,sdv-pii-q1srw,sdv-pii-zsjk2,sdv-pii-zxkom,,sdv-pii-lje49,1,12/15/2003,,09-04-2003,04/17/2010,1.879158776,-0.027253297,,0.584576094,12,3,11000,2,CA,0,0,0,0,1,mobile,0,0,0,0,0,0,0,0,0,1,sdv-pii-dixfd,0,0,1,0,0,0,1,1,acquired
49,3049,MD,37.96966509,-72.00306213,sdv-pii-7kz2i,sdv-pii-xbovm,sdv-pii-1n3vp,sdv-pii-wimv9,sdv-pii-kjtl8,1,06/18/2000,,03-04-2010,08-03-2010,1.007816628,1.098365469,4.396319483,-0.000991594,11,3,11000,3,CA,1,0,0,0,0,mobile,0,0,0,0,0,0,1,0,0,0,sdv-pii-07gc2,0,0,1,0,1,1,2.140968965,1,acquired
50,3050,CA,37.92112255,-122.7569561,sdv-pii-ftmo4,sdv-pii-69esi,sdv-pii-1e5w6,,sdv-pii-op3aq,0,07/18/2007,,12-02-2009,08/22/2008,0.574353915,5.715526072,3.726739492,,8,3,11000,3,WA,0,0,0,0,0,mobile,0,1,0,0,0,0,0,0,0,0,sdv-pii-h321k,1,0,1,0,1,0,5.093576049,1,acquired
51,3051,MI,41.28860261,-74.23765632,sdv-pii-6xxge,sdv-pii-gttpq,sdv-pii-4b39o,,sdv-pii-aqkq7,1,09-11-2005,,11-04-2007,12/25/2010,3.463061465,5.733007084,4.074770487,0.968691224,0,3,3581157,5,IL,0,0,0,0,0,fashion,0,0,0,1,0,0,0,0,0,0,sdv-pii-fd8r3,0,0,0,0,0,0,1.815285792,1,acquired
52,3052,WA,48.54489453,-119.9326821,sdv-pii-zo82b,sdv-pii-0s6af,sdv-pii-851jr,sdv-pii-yzc1m,sdv-pii-buybt,1,11-06-2001,,06-06-1999,10-10-2006,-1.146710922,5.196078474,14.2975507,8.514157088,4,2,11000,2,OR,1,0,0,0,0,games_video,0,0,0,0,0,0,0,0,0,0,sdv-pii-hgrdb,1,0,0,0,0,0,4.107752509,1,closed
53,3053,VA,37.1452351,-74.54883771,sdv-pii-spcs1,sdv-pii-6rzxq,sdv-pii-0ff0t,sdv-pii-ngky8,sdv-pii-z6izj,0,10-03-2004,10/25/2011,06/20/2009,04/24/2009,0.30510406,4.961458752,,,11,4,25591015,2,OH,0,0,0,0,1,software,0,1,0,1,0,0,0,0,0,1,sdv-pii-kue7b,0,1,0,1,0,0,2.003564452,1,acquired
54,3054,CA,38.24932382,-120.7272941,sdv-pii-h4wv2,sdv-pii-2odi2,sdv-pii-d1tl1,,sdv-pii-wbld0,0,04/15/2006,09/14/2011,01/19/2007,04-08-2011,2.434164496,8.520539337,3.813211628,0.674141666,8,4,11000,1,CT,1,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,0,sdv-pii-y48af,0,0,1,0,0,0,1,1,acquired
55,3055,CA,41.06370031,-72.37849159,sdv-pii-kbgkm,sdv-pii-98kf0,sdv-pii-21mjx,,sdv-pii-ljhkk,1,12-05-2004,08/20/2011,08-11-2006,10-03-2011,-0.521031404,1.015291529,3.951007765,,5,2,11000,0,CA,1,0,0,0,1,analytics,0,0,0,0,0,0,0,0,0,0,sdv-pii-dw54x,0,0,1,0,1,0,1.148528001,1,closed
56,3056,CA,42.42085812,-118.457682,sdv-pii-969it,sdv-pii-hhumh,sdv-pii-5gao5,sdv-pii-gpa1b,sdv-pii-eqpuv,0,03-11-2005,,11/20/2009,10/13/2009,-0.531030422,6.814144153,9.598485891,,15,5,11000,3,NY,0,0,0,0,1,medical,1,1,0,0,0,0,0,0,0,1,sdv-pii-1mnjw,0,1,1,0,0,0,1.849027652,1,acquired
57,3057,CA,37.40296212,-67.39382535,sdv-pii-4f13h,sdv-pii-crm14,sdv-pii-7daar,,sdv-pii-qo1gy,1,11/15/2005,,05-12-2011,05/24/2011,0.195286728,2.597169989,4.266837552,5.558168235,6,4,23928514,2,CA,1,0,0,0,0,advertising,0,0,0,0,0,0,0,0,0,0,sdv-pii-upyp0,1,0,1,0,1,0,3.442180825,1,acquired
58,3058,NY,37.9028038,-119.8340942,sdv-pii-vawys,sdv-pii-gh37m,sdv-pii-6we1f,sdv-pii-qedgj,sdv-pii-skxtq,1,07-04-2010,,08-06-2003,07-06-2011,6.981515381,1.49810699,3.956654515,,11,2,11000,3,CA,1,0,0,0,1,enterprise,0,0,0,0,0,0,0,0,0,0,sdv-pii-6fue7,0,1,0,0,0,0,1.771167329,1,acquired
59,3059,CA,43.80593468,-66.13234044,sdv-pii-ch9j4,sdv-pii-dje9y,sdv-pii-5ixp7,sdv-pii-l1taa,sdv-pii-dcxur,1,09/30/2005,,09-06-2011,01/15/2011,0.349805587,-3.418538596,12.70896916,-0.067318933,4,2,11000,3,CA,1,0,0,0,1,enterprise,0,0,0,0,0,0,0,0,0,0,sdv-pii-v3d75,0,1,0,1,0,0,4.862952159,0,closed
60,3060,CA,45.50625738,-64.44390522,sdv-pii-skgkf,sdv-pii-mahjh,sdv-pii-ntyo9,,sdv-pii-1dbao,1,10-03-2004,10/15/2011,02/25/2009,08/27/2010,1.126590214,3.664112899,16.78587379,,1,2,11000,1,CA,0,0,0,0,0,software,0,0,0,0,0,0,0,0,0,0,sdv-pii-3lzgb,1,0,1,1,0,0,2.212749306,1,acquired
61,3061,CA,37.53579914,-73.69704649,sdv-pii-uk9nl,sdv-pii-45hf5,sdv-pii-h1c17,sdv-pii-6bf9h,sdv-pii-df7j7,1,05/22/2000,,08/28/2009,07-10-2010,1.652713046,8.323203052,4.008490858,4.080485338,5,4,11000,2,CA,0,0,0,0,1,ecommerce,0,0,0,0,0,0,0,0,0,0,sdv-pii-avb8m,0,1,1,0,1,1,2.039176441,1,closed
62,3062,MA,36.9249737,-70.17354707,sdv-pii-rwow0,sdv-pii-1i8ca,sdv-pii-onyjg,sdv-pii-65a0i,sdv-pii-qtzu8,1,02/20/2003,09/26/2011,11/20/2011,09/30/2012,2.633371731,9.259589186,9.275536278,-0.988827761,6,1,11000,1,CA,0,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,sdv-pii-9tlde,0,0,0,0,0,0,1,1,acquired
63,3063,MA,41.79530772,-116.3607026,sdv-pii-5e1uf,sdv-pii-alilb,sdv-pii-bn62r,sdv-pii-hbwa4,sdv-pii-m6s91,1,10/14/2001,09/30/2011,08-04-2012,09/15/2009,2.70896911,3.579460502,3.105678182,,4,1,11000,6,TX,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,sdv-pii-flapg,1,0,0,0,0,0,1.37779588,1,acquired
64,3064,CA,37.19644057,-116.7028225,sdv-pii-543af,sdv-pii-bjgg1,sdv-pii-8ebyg,,sdv-pii-nqvg7,0,05-07-1998,,01-02-2009,02-11-2010,-0.354445668,7.270022325,3.783833375,8.790995038,10,3,11000,1,CA,0,0,0,0,0,web,0,0,0,0,0,0,0,0,0,1,sdv-pii-wsvcn,0,0,0,0,0,0,2.087404659,1,closed
